NUTS2,energy_yields_(MWh/ha)
DE12,12.090427338562622
CH05,10.94098410827814
CZ02,10.313583079992865
CH01,11.485620562061433
BE24,15.452093963925652
BG33,11.268130581720737
CZ03,9.642543949114371
CY00,0.0
CZ01,10.393617390325533
BG34,8.526944831246567
AT11,10.33576061711189
DE14,12.090427338562622
AT22,19.31396467241513
BE25,17.36465155406181
BE22,14.560108270353979
AL01,10.77335325250524
BE23,17.047015115954167
BG41,7.275921079934666
CZ06,9.87133734962177
CH07,16.84496126787945
ES53,0.0
AT33,7.920667533302479
AT12,10.007636140143342
DE13,12.090427338562622
DE21,12.090427338562622
CH06,9.872358978631054
BG32,13.048180334632312
AT34,7.784235825951415
BE10,14.678457941971514
BE21,16.404669360513736
BE33,15.322521300361194
CH02,9.898160710546561
CH03,10.350896167919062
BG42,8.3969670162316
AT31,12.026705769861135
AL02,10.77335325250524
AL03,10.77335325250524
CH04,11.016014245182408
CZ05,10.405696097386823
AT32,7.6707084384756445
AT21,15.882648352214984
BE31,15.21411271068453
CZ08,9.73850512128376
AT13,8.540817999964725
BE32,14.95649741633715
ES61,6.40178769575592
ES62,0.0
ES63,0.0
ES64,0.0
DEF0,12.090427338562622
FI1B,6.090001880268942
ES11,9.599144230898668
FR10,12.428912553672353
DE30,12.090427338562622
EL53,5.862734441969165
DEA1,12.090427338562622
EL64,5.871634666851068
DEG0,12.090427338562622
ITG2,4.6152922774121015
ITH1,5.230333651151189
DK01,10.628493404633161
FI20,6.50358219602274
ES13,0.0
EL54,13.537903161883335
DEA2,12.090427338562622
DE25,12.090427338562622
DED2,12.090427338562622
DE50,12.090427338562622
DE60,12.090427338562622
ES42,0.0
EL43,0.0
DEC0,12.090427338562622
DEA4,12.090427338562622
ES43,9.596388320213126
FI1C,6.045540078835835
FI1D,4.744309057254045
EL65,0.0
EL30,4.918760594437048
DE72,12.090427338562622
DEE0,12.090427338562622
ES41,5.918877732748985
DED5,12.090427338562622
ES22,8.702671899632639
DED4,12.090427338562622
ES12,5.391328609182098
BE34,8.889366762172411
DK02,10.95071817370472
ES52,7.713321238097796
ES21,10.172325072702836
ES24,6.101736786201219
ES30,0.0
ES70,0.0
DE22,12.090427338562622
BG31,12.590689322581799
FI19,5.68494491635795
RS21,9.586347742396773
BE35,11.645456067206897
DEB3,12.090427338562622
DE11,12.090427338562622
CZ04,10.388027240706855
ES51,7.6120032590994375
ES23,8.073001842081474
CZ07,9.89699794681092
FRB0,10.555011014213441
RO21,10.300500016945197
SE11,8.5292248516748
SE12,9.662579911268459
ITH4,18.88432660813589
MK00,0.0
PT17,14.072364526827117
PT16,13.057500839474097
PL22,7.784020744830507
SE21,7.1316034665181025
LU00,9.08818329314582
PL61,8.397313096362518
PL41,7.525389409077522
LV00,0.0
RS12,13.7652276432215
PL62,7.86871932812477
FRI2,8.088601726593456
PL42,7.550462888034745
PL51,9.019185635476076
PL52,9.594480066673126
PL71,6.872574043569312
RS22,8.854968165749543
LT02,8.178110358433344
FRI3,11.394554816452217
PT18,9.282936171990537
SI04,8.409166180095077
PL63,8.183361798750546
PL43,6.686880977529229
PT15,0.0
ME00,0.0
NL12,14.555683397219356
NL13,13.478847776015606
PL92,6.698257815558129
RO31,10.39685158419229
ITI1,6.248707883881602
ITI2,8.12179193369353
NL11,14.120854961667462
ITH5,13.75757149185359
NL41,17.198501809066343
NL42,13.464059916420213
FRD2,13.87070054091244
DE40,12.090427338562622
EE00,0.0
ITG1,5.931221141534245
RO22,9.019015058122688
PL72,5.68040261319009
EL51,10.650337078327725
DE26,12.090427338562622
NL22,13.721159060630317
DK03,9.726450024023153
DE93,12.090427338562622
PT11,6.693148420151887
DE94,12.090427338562622
EL41,0.0
EL62,0.0
RO12,10.483594376373974
EL63,4.8187800963791485
EL61,6.873915132688659
DEA5,12.090427338562622
PL82,7.955453797657828
DE24,12.090427338562622
DEB2,12.090427338562622
PL81,8.158784766127573
ITI4,6.824840125594211
DE91,12.090427338562622
EL52,7.460812610491064
EL42,0.0
DE80,12.090427338562622
DK04,9.334670374689907
ITH3,16.528020704830936
RO11,10.83140126318138
NL34,16.696704321522105
DK05,9.678589322811797
DE23,12.090427338562622
DEA3,12.090427338562622
PT20,4.900914119235656
PT30,6.10258487654321
PL21,7.692656889451131
ITH2,29.178692235144908
DE27,12.090427338562622
DE71,12.090427338562622
DE73,12.090427338562622
DE92,12.090427338562622
FRD1,11.823241707217894
DEB1,12.090427338562622
UKG1,11.488955223160293
UKL2,11.488955223160293
UKM5,11.488955223160293
UKM6,11.488955223160293
UKF3,11.488955223160293
UKK3,11.488955223160293
SK03,7.826848736762225
UKM8,11.488955223160293
FRE2,14.542380783348536
SK04,9.167525477437493
UKM9,11.488955223160293
ITF5,5.027996302946782
ITF6,5.091046889416501
SK02,10.747545963452435
FRK2,12.047842164316728
FRM0,12.567280297938247
FRF1,20.572182976003518
SE23,9.544977734353457
FRE1,16.100092411241267
UKJ1,11.488955223160293
HU22,10.731306415505024
ITC3,5.18105528393326
UKM7,11.488955223160293
HR02,12.518699418880605
FRY4,6.682330439814815
FRY5,4.393861111111111
PL84,6.3208588820461795
FRJ2,10.04731104437067
MT00,0.0
NL23,17.088547444157552
NL31,10.332627218650606
NL32,14.91149971013515
HU31,10.71351466965378
RO32,9.425427007328148
RS11,9.36385530404579
ITC2,11.121960937499999
NL33,17.6983489055471
ITF1,6.458726520619016
HR03,5.181819092167411
IE06,14.344807376565237
UKG2,11.488955223160293
ITF2,7.518412143708518
PL91,6.237750259707126
FRG0,12.455909326872431
RO41,10.349997668154932
ITC4,17.464227066400323
ITF3,6.7846039328435435
ITC1,16.50672346442569
HU23,14.287682518555462
UKH3,11.488955223160293
FRY3,0.0
RO42,12.518380924148282
FRF2,10.718585247074701
HU12,10.798522984303903
UKL1,11.488955223160293
FRL0,7.229622363635853
IS00,0.0
FRY1,0.0
FRY2,14.554664930555555
FRI1,17.139553378640763
FRF3,8.826120134495543
FRC2,10.053621242202501
HU11,10.716515594901262
ITI3,7.854329551678241
LI00,9.362609967114778
FRK1,10.019640075090086
FRC1,8.745542021555066
LT01,5.123840055933062
NL21,11.121407081159377
FRJ1,7.17286674972443
SE33,0.0
UKN0,11.488955223160293
ITF4,5.435496189195786
IE04,13.732549605358129
IE05,14.344590042136605
UKC1,11.488955223160293
UKH2,11.488955223160293
UKE3,11.488955223160293
SK01,9.305627536075141
UKJ3,11.488955223160293
HU21,12.002971391052512
SI03,12.44848989305658
UKC2,11.488955223160293
SE31,6.159826697779875
FRH0,12.621766469967923
UKG3,11.488955223160293
UKD6,11.488955223160293
UKD7,11.488955223160293
UKH1,11.488955223160293
SE32,0.0
UKI7,11.488955223160293
UKI3,11.488955223160293
UKI4,11.488955223160293
UKI5,11.488955223160293
UKD1,11.488955223160293
UKD3,11.488955223160293
UKD4,11.488955223160293
UKE4,11.488955223160293
HU32,12.349329679941032
HU33,10.50719170314324
UKE2,11.488955223160293
UKF1,11.488955223160293
UKJ4,11.488955223160293
UKI6,11.488955223160293
UKF2,11.488955223160293
UKK4,11.488955223160293
UKK1,11.488955223160293
UKK2,11.488955223160293
SE22,10.737234040272487
UKE1,11.488955223160293
UKJ2,11.488955223160293
TR82,0.0
TRC2,6.926942510774553
TRC3,8.718172915123137
TR81,0.0
TRB2,7.4854034564425
TR83,5.806229590349703
TR90,0.0
TR71,4.448419914423013
TRC1,5.864726601425881
TRA2,0.0
TRB1,0.0
TRA1,0.0
TR63,9.611044532246332
TR72,0.0
NO02,5.700824394194824
TR61,4.438988207166823
TR62,11.578900122482338
HR06,14.041257761176928
NO06,0.0
NO07,0.0
TR33,4.868273856529207
TR41,6.665293869708491
TR21,9.016905242187295
TR42,8.36187733424362
TR22,7.028216173015046
TR31,9.006547137246791
TR10,9.001794196291776
NO08,7.101661763543246
TR32,6.656151052337512
NO09,7.081842172354017
NO0A,0.0
TR51,0.0
TR52,7.167049386897203
HR05,11.506726963553872
NO0B,0.0
