NUTS2,"Bioethanol barley, wheat, grain maize, oats, other cereals and rye",Sugar from sugar beet,Rape seed,perennials
AL01,10.77335325250524,29.757136025703048,7.473239000783216,6.591572628051398
AL02,10.77335325250524,29.757136025703048,7.473239000783216,6.591572628051398
AL03,10.77335325250524,29.757136025703048,11.845482245542977,6.591572628051398
AT11,10.33576061711189,38.38395233204704,8.122027592871538,6.247263313637784
AT12,10.007636140143342,39.96802068232284,9.896396974125544,8.186873792039874
AT13,8.540817999964725,41.81597694171071,6.430400155384541,6.021895032051281
AT21,15.882648352214984,39.89036627430556,12.033059469886876,9.380510320310826
AT22,19.31396467241513,38.221938680763024,13.875463778426905,9.12102533096314
AT31,12.026705769861135,50.85861937403328,8.258955639191567,10.958297207137859
AT32,7.6707084384756445,42.60788112468492,10.991245207743766,7.171479983370973
AT33,7.920667533302479,41.513154304267005,12.599838823788259,11.207608453853295
AT34,7.784235825951415,42.68308137439068,12.924418203602473,13.722860896297925
BE10,14.678457941971514,50.26498219124397,17.893210275265822,13.594997623365094
BE21,16.404669360513736,43.36101488414352,14.18287014033809,13.594997623365094
BE22,14.560108270353979,50.98831227707226,16.062100433932887,13.594997623365094
BE23,17.047015115954167,47.77038296087094,16.15834133845661,13.594997623365094
BE24,15.452093963925652,51.59688524943173,17.1016681353831,13.594997623365094
BE25,17.36465155406181,47.77590251120016,15.673494535522455,13.594997623365094
BE31,15.21411271068453,51.765657491678304,17.587936041240887,13.12458582410893
BE32,14.95649741633715,52.00349842374136,16.290077841836606,12.88978653577175
BE33,15.322521300361194,53.3099680327444,17.623610239504146,12.654174024852766
BE34,8.889366762172411,49.98723817337964,14.988334628482713,10.63423235201715
BE35,11.645456067206897,47.988898107513265,16.064620089316858,12.001258327203203
BG31,12.590689322581799,37.748898548629136,9.452159327363855,4.238853003371486
BG32,13.048180334632312,41.41068876388889,8.294654202815705,4.840264539852464
BG33,11.268130581720737,41.41068876388889,8.562011221756245,4.639404970756132
BG34,8.526944831246567,41.41068876388889,8.745164889563235,3.3646514650770825
BG41,7.275921079934666,30.42531811810963,8.060626416661446,4.187938762412527
BG42,8.3969670162316,37.748898548629136,7.423222120063049,4.4146419586490255
CH01,11.485620562061433,44.120739794533776,11.11438353617613,7.85167447220894
CH02,9.898160710546561,44.10702025753428,12.767139117909233,7.852714386462771
CH03,10.350896167919062,44.133168182776615,13.226226639647399,7.909125509762747
CH04,11.016014245182408,44.150215018679205,11.054361046671117,8.104361667749078
CH05,10.94098410827814,44.10851721318424,11.56149936074096,8.142721586181283
CH06,9.872358978631054,44.46581300486112,14.587790678567147,7.852280642129745
CH07,16.84496126787945,39.63573976842113,10.209626706154634,7.821682098765432
CY00,11.578900122482338,32.805870319444445,16.325501822115477,5.315866741741742
CZ01,10.393617390325533,36.415970158977665,13.00971221291911,8.196692864839033
CZ02,10.313583079992865,35.966366583248245,12.930191043949089,8.196692864839033
CZ03,9.642543949114371,40.06911770481636,13.616882915708734,8.196692864839033
CZ04,10.388027240706855,35.90120243584153,12.859153524125338,8.196692864839033
CZ05,10.405696097386823,36.17961994801622,12.820887481116534,8.196692864839033
CZ06,9.87133734962177,32.678960878157156,12.130995145303089,8.196692864839033
CZ07,9.89699794681092,36.153589942081155,12.957975145949094,8.196692864839033
CZ08,9.73850512128376,36.20202602866019,12.47257853554797,8.196692864839033
DE11,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DE12,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DE13,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DE14,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DE21,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DE22,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DE23,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DE24,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DE25,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DE26,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DE27,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DE30,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DE40,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DE50,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DE60,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DE71,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DE72,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DE73,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DE80,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DE91,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DE92,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DE93,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DE94,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DEA1,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DEA2,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DEA3,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DEA4,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DEA5,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DEB1,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DEB2,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DEB3,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DEC0,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DED2,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DED4,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DED5,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DEE0,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DEF0,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DEG0,12.090427338562622,42.55532699005573,13.768167314940333,12.58449213459838
DK01,10.628493404633161,42.03616375492675,16.485987023281414,25.80236476426799
DK02,10.95071817370472,42.03616375492675,17.47030653243567,26.234658159463486
DK03,9.726450024023153,41.05387838368056,16.68530310136045,23.72264823618969
DK04,9.334670374689907,41.05387838368056,16.82055357678334,23.508821395364567
DK05,9.678589322811797,41.05387838368056,16.332355430355005,22.870781349681657
EE00,8.178110358433344,34.14372284820223,12.237264298095917,8.404326502679455
EL30,4.918760594437048,35.12985752993686,9.567308723873975,0.8303546924773338
EL41,6.656151052337512,30.196500495486116,8.507007444352464,4.9678763440860205
EL42,4.438988207166823,32.805870319444445,8.507007444352464,3.9456666666666664
EL43,4.918760594437048,30.196500495486116,8.507007444352464,1.3396324761956482
EL51,10.650337078327725,35.00255588718432,10.411489163812442,12.317268564305822
EL52,7.460812610491064,30.42531811810963,11.904238183654916,6.796694021378556
EL53,5.862734441969165,29.757136025703048,10.152421442505807,6.872231634804928
EL54,13.537903161883335,31.548043193780984,17.910786293339907,1.9484834558823525
EL61,6.873915132688659,35.12985752993686,11.612640418485718,9.83951394234247
EL62,4.8187800963791485,35.12985752993686,11.720566296529395,1.0773437499999998
EL63,4.8187800963791485,34.23440394589789,11.720566296529395,4.43239111923268
EL64,5.871634666851068,35.12985752993686,7.4140511512185565,4.5219725929436
EL65,4.868770345408098,35.12985752993686,11.720566296529395,1.6711710209937158
ES11,9.599144230898668,51.566210953955846,32.62060132277761,4.817544066134413
ES12,5.391328609182098,52.189965911006304,32.62060132277761,9.37677704315886
ES13,7.160843804877973,53.437475825107214,32.62060132277761,9.203397444464242
ES21,10.172325072702836,55.30874069625859,16.522373984859872,9.629405338273342
ES22,8.702671899632639,46.35774249684036,6.7431350943557415,9.174409428358024
ES23,8.073001842081474,53.35319350979846,7.85085845068201,7.5541149303416555
ES24,6.101736786201219,45.457506956082966,9.21688491386373,7.883018474828531
ES30,6.525244386369817,44.099371661005705,12.668355746526055,14.858553948169684
ES41,5.918877732748985,51.566210953955846,18.874901071624127,3.6960013442529163
ES42,7.131611039990649,36.63253236805556,6.461810421427984,9.373456175558488
ES43,9.596388320213126,45.27085600830102,8.218363875945505,2.979253626329771
ES51,7.6120032590994375,42.41768120392378,8.297048123105396,8.575998382158675
ES52,7.713321238097796,39.37785545176458,7.073556321987122,7.3195531265964
ES53,7.713321238097796,36.63253236805556,8.297048123105396,6.64372638033206
ES61,6.40178769575592,47.613824702891655,6.461810421427984,6.4303536235754235
ES62,7.057554466926858,42.123178535473606,6.461810421427984,7.827732281025014
ES63,6.40178769575592,47.613824702891655,6.461810421427984,6.4303536235754235
ES64,6.40178769575592,47.613824702891655,6.461810421427984,6.4303536235754235
ES70,6.10258487654321,47.613824702891655,6.461810421427984,3.144595410628019
FI19,5.68494491635795,37.02072271093182,6.38229156315214,4.4480142993220975
FI1B,6.090001880268942,37.02072271093182,6.38229156315214,3.2747499338677364
FI1C,6.045540078835835,37.02072271093182,6.38229156315214,3.892883653669992
FI1D,4.744309057254045,37.02072271093182,6.38229156315214,4.4037637721599605
FI20,6.50358219602274,37.02072271093182,6.38229156315214,3.115025190663351
FR10,12.428912553672353,40.86659288566243,13.993275781941493,10.780412918606118
FRB0,10.555011014213441,43.97154987896478,11.164264670535774,6.552681235329662
FRC1,8.745542021555066,35.69669251519634,9.773675736544456,6.008041330282402
FRC2,10.053621242202501,42.492030503734576,10.974166131032499,7.009411829051243
FRD1,11.823241707217894,48.86989505700381,14.182806862619104,12.095615785394337
FRD2,13.87070054091244,52.41419551597451,14.808446086064846,12.502017091172199
FRE1,16.100092411241267,52.212218398316935,17.414672416542054,13.594997623365094
FRE2,14.542380783348536,47.25509512153438,15.392763665551763,12.020416533567529
FRF1,20.572182976003518,49.99469804335394,14.663941991884792,10.70598385524148
FRF2,10.718585247074701,46.18572739142943,12.863034747190676,10.703512899265423
FRF3,8.826120134495543,39.99904545693226,11.149546463022762,8.267351875613528
FRG0,12.455909326872431,42.077755568290605,9.571722268600093,8.20110807178223
FRH0,12.621766469967923,42.06001350160256,14.530433399712045,8.811648861557341
FRI1,17.139553378640763,45.72684403356772,9.70342475202231,8.533554544612256
FRI2,8.088601726593456,42.03747007978184,7.792908716211706,7.769922007260193
FRI3,11.394554816452217,42.69559184234574,9.509631885115857,9.056523199486305
FRJ1,7.17286674972443,39.138683797591305,8.16208902129399,4.1299095843676685
FRJ2,10.04731104437067,42.50401213009687,8.435613917726945,6.299252042045958
FRK1,10.019640075090086,40.1033902805989,8.767455853384643,7.86260306534531
FRK2,12.047842164316728,37.340290067162044,6.670816225904339,6.642399236389993
FRL0,7.229622363635853,33.328045306174936,8.639510986348633,7.831327344261013
FRM0,12.567280297938247,35.08509342040585,8.560797611841817,6.636633325755853
FRY1,14.554664930555555,47.613824702891655,14.318275900662467,7.6125
FRY2,14.554664930555555,47.613824702891655,14.318275900662467,10.035043103448276
FRY3,14.554664930555555,47.613824702891655,14.318275900662467,5.1461538461538465
FRY4,6.682330439814815,35.84823902025464,9.582214752994085,15.700992647058824
FRY5,4.393861111111111,35.84823902025464,9.582214752994085,5.293749999999999
HR02,12.518699418880605,37.30434056323862,6.383099910451961,8.917294378288563
HR03,5.181819092167411,34.50245445376503,7.16097939664399,4.23521012775742
HR05,11.506726963553872,33.66630124849357,7.150448241496681,5.100520833333333
HR06,14.041257761176928,33.66630124849357,7.016791444840199,8.505964828897339
HU11,10.716515594901262,35.498323526620375,7.477996929314987,4.000739363315862
HU12,10.798522984303903,38.23792052074653,8.266356782417814,4.204919772493043
HU21,12.002971391052512,37.00114338895142,7.4740248545162675,6.1039080591829915
HU22,10.731306415505024,32.60399696614299,7.9903322386848625,6.955665343041847
HU23,14.287682518555462,36.280196141356754,6.9907346320778085,5.649673856909926
HU31,10.71351466965378,35.06626606697383,7.912825264685376,3.4546342599657254
HU32,12.349329679941032,35.528558970367406,10.576986070726115,5.142950893461232
HU33,10.50719170314324,33.18778986711533,7.781882173389834,4.9205380095546305
IE04,13.732549605358129,39.95088958256225,12.76458312630428,12.095615785394337
IE05,14.344590042136605,39.95088958256225,16.986871616369047,12.095615785394337
IE06,14.344807376565237,39.95088958256225,17.312278142036636,12.095615785394337
IS00,11.488955223160293,39.95088958256225,12.76458312630428,0.9359
ITC1,16.50672346442569,29.44033767831915,8.953173027882912,9.982087127093395
ITC2,11.121960937499999,36.967122513338325,8.912790929987793,8.15872027856411
ITC3,5.18105528393326,33.203508173043616,10.294543705258647,5.73933661475169
ITC4,17.464227066400323,36.043291151207384,13.42932363870263,23.04928976165303
ITF1,6.458726520619016,35.08509342040585,8.323593085517631,11.55244307844606
ITF2,7.518412143708518,35.08509342040585,7.6789887895862305,5.9379819730979095
ITF3,6.7846039328435435,33.30910762217158,8.986109900266356,18.930471241769016
ITF4,5.435496189195786,32.71711235609349,7.403962232545073,2.2410463759312442
ITF5,5.027996302946782,29.757136025703048,7.846867498410628,7.0448138161277045
ITF6,5.091046889416501,29.757136025703048,7.150530362420455,8.244693444378836
ITG1,5.931221141534245,29.757136025703048,7.150530362420455,3.238745568442979
ITG2,4.6152922774121015,35.08509342040585,8.560797611841817,11.313925318761383
ITH1,5.230333651151189,40.54581556941546,12.411760261090581,31.036121323529407
ITH2,29.178692235144908,38.348446924785534,13.105992724756831,22.506114164263025
ITH3,16.528020704830936,38.45623405373375,13.476894274477287,14.563735197860249
ITH4,18.88432660813589,33.06465033132987,18.106123948323084,8.736826995585321
ITH5,13.75757149185359,35.08509342040585,13.369660476051214,20.121351858126097
ITI1,6.248707883881602,35.08509342040585,8.560797611841817,10.6354313011556
ITI2,8.12179193369353,35.08509342040585,7.349897702231334,7.329213963048228
ITI3,7.854329551678241,35.08509342040585,8.851134221598965,9.92314521829345
ITI4,6.824840125594211,35.08509342040585,7.358474946119193,7.773495974697926
LI00,9.362609967114778,43.39579929378746,12.242958782171716,10.932791241239604
LT01,5.123840055933062,34.14372284820223,9.937259338317807,8.404326502679455
LT02,8.178110358433344,34.14372284820223,12.237264298095917,8.404326502679455
LU00,9.08818329314582,45.681381128633554,14.463932164410915,10.911890608336881
LV00,8.178110358433344,34.14372284820223,12.237264298095917,8.404326502679455
ME00,8.513840029023141,29.725514495238745,7.473239000783216,3.2769152678130116
MK00,8.824928007951451,29.979863389838574,9.233105713041159,2.8970908382004446
MT00,5.931221141534245,35.12985752993686,7.150530362420455,2.199724264705882
NL11,14.120854961667462,46.11753681618583,16.54649311149688,12.58449213459838
NL12,14.555683397219356,48.44544999728322,15.695709621974155,12.58449213459838
NL13,13.478847776015606,43.77458412621883,16.5278787828599,12.58449213459838
NL21,11.121407081159377,44.00525775896416,12.671719095623494,12.673782388493644
NL22,13.721159060630317,45.700076360059576,12.192763854358308,12.941653150179448
NL23,17.088547444157552,57.88606473358363,11.78951080415604,12.763072642388913
NL31,10.332627218650606,45.421789028356486,6.736863316660593,12.85236289628418
NL32,14.91149971013515,52.16531816692449,13.027979286053418,12.733309224423826
NL33,17.6983489055471,51.27701000525774,14.803370708977884,13.143464103523527
NL34,16.696704321522105,50.39869209975455,13.060059587561327,13.594997623365094
NL41,17.198501809066343,48.03477814069033,15.282042576214293,13.594997623365094
NL42,13.464059916420213,45.638446589949744,15.262702298750197,13.002630708155943
NO02,5.700824394194824,37.02072271093182,7.730601365755608,3.4370955578962885
NO06,5.326706722619484,37.02072271093182,7.131352564598512,3.2413838331513234
NO07,5.087577888384289,37.02072271093182,6.794275113947644,3.483050886717241
NO08,7.101661763543246,37.02072271093182,9.895558426246078,4.115451521784837
NO09,7.081842172354017,37.02072271093182,9.895558426246078,4.115451521784837
NO0A,6.302758763177893,37.02072271093182,8.663267695711568,3.7273456086543213
NO0B,4.744309057254045,39.95088958256225,8.18003796662343,0.9359
PL21,7.692656889451131,35.27258028610655,11.198360777985114,7.431956241357203
PL22,7.784020744830507,40.53417258913888,11.116973660013745,8.325298986258806
PL41,7.525389409077522,36.269512808135254,11.131664259136931,9.418406588517554
PL42,7.550462888034745,33.92063847567071,10.979852875081194,5.592761155828024
PL43,6.686880977529229,34.598809662381505,9.922953260565404,5.562046747497701
PL51,9.019185635476076,35.370608178109975,11.713648223163402,7.618800713213212
PL52,9.594480066673126,38.42954927139689,12.408830021323093,9.956617304394722
PL61,8.397313096362518,36.47979126151033,11.46852420782222,8.870279035263602
PL62,7.86871932812477,34.14372284820223,11.287161895785959,7.015119535560175
PL63,8.183361798750546,41.26572097458237,12.284762699352497,7.288224672244839
PL71,6.872574043569312,37.32353565294415,10.964311445131935,10.89759744797205
PL72,5.68040261319009,35.45792100300094,9.773200693374509,8.176189644351464
PL81,8.158784766127573,32.57420471684513,11.985640409104551,10.963691309419653
PL82,7.955453797657828,36.497105475839014,10.476328638672648,6.5324900774080525
PL84,6.3208588820461795,33.779539296289606,12.43946054135617,9.15817337088598
PL91,6.237750259707126,30.73578279889756,11.097617988315909,8.94426582282875
PL92,6.698257815558129,34.25650677190883,12.280098964212382,9.513738940863728
PT11,6.693148420151887,50.42757304320929,21.07565772646076,3.9105716475638275
PT15,7.842361933873228,47.388012680920895,8.322145333591054,5.166055612855102
PT16,13.057500839474097,48.15029722171618,11.731470784980548,3.2181695323041524
PT17,14.072364526827117,47.613824702891655,14.318275900662467,2.979253626329771
PT18,9.282936171990537,47.16220065895013,10.182480245754125,3.9017576021347793
PT20,4.900914119235656,47.613824702891655,11.731470784980548,3.144595410628019
PT30,6.10258487654321,47.613824702891655,14.318275900662467,3.144595410628019
RO11,10.83140126318138,35.61045904906482,6.737840507963907,5.007697820702078
RO12,10.483594376373974,38.196928388409155,7.976622053450196,4.82435148633122
RO21,10.300500016945197,35.528558970367406,7.989816905586196,5.142950893461232
RO22,9.019015058122688,39.482432538601046,7.555337842486282,4.790544793920451
RO31,10.39685158419229,39.579793656259014,8.732928661127893,4.539558771611976
RO32,9.425427007328148,39.579793656259014,8.732928661127893,4.539558771611976
RO41,10.349997668154932,36.758498447630636,9.629563271845731,3.8454398234281513
RO42,12.518380924148282,34.15932365236994,7.214245131691172,4.043331146325054
RS11,9.36385530404579,30.29871970892471,8.061618886289258,3.007204957193779
RS12,13.7652276432215,29.69389296477444,7.439429800660329,3.882963705536319
RS21,9.586347742396773,29.69389296477444,7.473239000783216,2.186662655053896
RS22,8.854968165749543,31.508373197225247,7.722493701356533,1.7789960323979233
SE11,8.5292248516748,37.02072271093182,11.172991642742568,3.236702883463412
SE12,9.662579911268459,37.02072271093182,12.32630077310017,3.92479644584132
SE21,7.1316034665181025,37.314952845835414,11.383650984157235,5.297385787578815
SE22,10.737234040272487,37.90341311564259,14.843180310862083,6.0534918177925805
SE23,9.544977734353457,37.02072271093182,13.776035946359194,5.22166959369353
SE31,6.159826697779875,37.02072271093182,8.18003796662343,3.68758941376469
SE32,5.534986716409581,37.02072271093182,7.2811647648877855,3.186601702027887
SE33,4.744309057254045,37.02072271093182,6.38229156315214,3.1004542395297947
SI03,12.44848989305658,36.381357352696696,6.569342201489683,10.359941252970478
SI04,8.409166180095077,36.47750830281772,8.2182364738511,11.337768633196442
SK01,9.305627536075141,33.02182153984181,7.469060413560289,3.5469381057580223
SK02,10.747545963452435,33.76716422894508,9.267390152557693,6.070833599953181
SK03,7.826848736762225,36.165966523650944,6.789098906115962,4.763279778450886
SK04,9.167525477437493,35.706095464587555,9.390719931637042,3.9044756563534446
TR10,9.001794196291776,28.958523611111115,8.04159811444106,4.238499999999999
TR21,9.016905242187295,41.41068876388889,9.993777575817317,10.177814009661835
TR22,7.028216173015046,37.93566593055556,9.988972779596587,10.169794457961611
TR31,9.006547137246791,34.71357051971451,11.188511681959211,12.243282905982907
TR32,6.656151052337512,30.196500495486116,8.507007444352464,10.240204193670008
TR33,4.868273856529207,36.008545133101855,9.1979241951939,7.6656459523809515
TR41,6.665293869708491,38.46126655505856,12.701577576619375,11.090657407407408
TR42,8.36187733424362,35.08659474029783,10.429728129451123,7.882888988154323
TR51,6.569629890322221,36.33477934323363,11.951021006913987,6.562788888888888
TR52,7.167049386897203,40.202966153485015,15.323136076813162,13.240477547294171
TR61,4.438988207166823,32.805870319444445,12.338392384618752,7.777444289044288
TR62,11.578900122482338,36.48000559321854,16.325501822115477,5.315866741741742
TR63,9.611044532246332,35.84823902025464,9.582214752994085,7.38772601010101
TR71,4.448419914423013,39.171062409382344,10.49160509241967,14.841146886446886
TR72,7.367888962346581,34.371890063526266,7.040659328685422,4.254276605530698
TR81,7.283693140291199,35.83920209604293,10.619393144358865,6.736610781730346
TR82,6.205508946338779,35.83920209604293,10.809058159266607,4.300963624338624
TR83,5.806229590349703,32.011764535512825,11.505841255929033,7.244449249960599
TR90,5.806229590349703,33.191827299519545,9.462789926095535,3.1351608187134503
TRA1,6.852369711352656,34.80672312900788,10.284353710512658,5.626770684094035
TRA2,6.6458165233961015,33.80009208677752,9.020305409255027,4.927595267160041
TRB1,7.472029275222317,38.26144932118056,6.488663089204676,6.91484011627907
TRB2,7.4854034564425,34.40835687403549,8.653323644373778,7.7696319882485145
TRC1,5.864726601425881,44.089352197916675,7.57365265494054,10.549752777777778
TRC2,6.926942510774553,32.48181065046296,7.9504586079241815,11.448053921568627
TRC3,8.718172915123137,32.48181065046296,8.30189112614898,3.7019111111111105
UKC1,11.488955223160293,39.95088958256225,17.312278142036636,13.594997623365094
UKC2,11.488955223160293,39.95088958256225,15.038430634170458,18.55190950936483
UKD1,11.488955223160293,39.95088958256225,15.038430634170458,18.55190950936483
UKD3,11.488955223160293,39.95088958256225,16.986871616369047,12.095615785394337
UKD4,11.488955223160293,39.95088958256225,16.337391288969517,14.247713693384503
UKD6,11.488955223160293,39.95088958256225,16.986871616369047,12.095615785394337
UKD7,11.488955223160293,39.95088958256225,16.986871616369047,12.095615785394337
UKE1,11.488955223160293,39.95088958256225,17.09929941843982,13.662185948510084
UKE2,11.488955223160293,39.95088958256225,16.575845044600996,14.660478830038835
UKE3,11.488955223160293,39.95088958256225,17.312278142036636,13.594997623365094
UKE4,11.488955223160293,39.95088958256225,16.878847015791735,13.312775700714646
UKF1,11.488955223160293,39.95088958256225,17.094402070579594,12.798269717271308
UKF2,11.488955223160293,39.95088958256225,17.144833376552032,12.69578886450987
UKF3,11.488955223160293,39.95088958256225,17.414672416542054,13.594997623365094
UKG1,11.488955223160293,39.95088958256225,16.986871616369047,12.095615785394337
UKG2,11.488955223160293,39.95088958256225,16.986871616369047,12.095615785394337
UKG3,11.488955223160293,39.95088958256225,16.986871616369047,12.095615785394337
UKH1,11.488955223160293,39.95088958256225,17.343372283179885,13.345100650369966
UKH2,11.488955223160293,39.95088958256225,17.200772016455552,12.845306704379716
UKH3,11.488955223160293,39.95088958256225,17.414672416542054,13.594997623365094
UKI3,11.488955223160293,39.95088958256225,17.0938218164123,12.470461244887026
UKI4,11.488955223160293,39.95088958256225,17.0938218164123,12.470461244887026
UKI5,11.488955223160293,39.95088958256225,17.200772016455552,12.845306704379716
UKI6,11.488955223160293,39.95088958256225,17.136601896429603,12.620399428684102
UKI7,11.488955223160293,39.95088958256225,17.0938218164123,12.470461244887026
UKJ1,11.488955223160293,39.95088958256225,16.986871616369047,12.095615785394337
UKJ2,11.488955223160293,39.95088958256225,17.080987792407107,12.425479789747904
UKJ3,11.488955223160293,39.95088958256225,16.986871616369047,12.095615785394337
UKJ4,11.488955223160293,39.95088958256225,17.200772016455552,12.845306704379716
UKK1,11.488955223160293,39.95088958256225,16.986871616369047,12.095615785394337
UKK2,11.488955223160293,39.95088958256225,16.16805887748338,11.00096014411534
UKK3,11.488955223160293,39.95088958256225,14.530433399712045,8.811648861557341
UKK4,11.488955223160293,39.95088958256225,14.530433399712045,8.811648861557341
UKL1,11.488955223160293,39.95088958256225,16.986871616369047,12.095615785394337
UKL2,11.488955223160293,39.95088958256225,16.986871616369047,12.095615785394337
UKM5,11.488955223160293,39.95088958256225,12.76458312630428,23.508821395364567
UKM6,11.488955223160293,39.95088958256225,12.76458312630428,23.508821395364567
UKM7,11.488955223160293,39.95088958256225,12.76458312630428,23.508821395364567
UKM8,11.488955223160293,39.95088958256225,12.76458312630428,23.508821395364567
UKM9,11.488955223160293,39.95088958256225,12.76458312630428,23.508821395364567
UKN0,11.488955223160293,39.95088958256225,15.038430634170458,12.095615785394337
